"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","DespesaTotal","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumCompresTotal","NumWebVisitsMonth","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmpTotal","Complain","Response"
1956,"Graduation","Single",60230,0,1,"20-05-2013",78,520,20,367,39,81,40,547,2,6,3,6,15,5,0,0,0,0,0,0,0,0
1977,"Graduation","Married",22108,1,1,"08-05-2014",46,5,3,9,6,2,6,26,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1974,"Graduation","Together",44392,1,1,"05-09-2013",71,87,5,71,7,12,29,124,5,4,1,4,9,7,0,0,0,0,0,0,0,0
1976,"PhD","Married",55424,0,1,"25-11-2012",6,462,61,184,10,53,107,415,4,7,5,9,21,6,0,0,1,0,0,1,0,1
1979,"Graduation","Married",17688,1,0,"13-01-2013",82,2,2,1,3,1,2,9,1,1,0,2,3,8,0,0,0,0,0,0,1,0
1983,"PhD","Married",92491,0,0,"01-05-2013",71,979,44,935,29,25,22,1055,1,7,5,12,24,3,1,0,0,1,1,3,0,1
1991,"Graduation","Single",90273,0,0,"14-12-2013",32,704,129,853,120,74,111,1287,1,5,6,7,18,2,1,0,0,1,1,3,0,1
1962,"PhD","Widow",82571,0,0,"02-04-2014",28,861,31,558,62,95,79,825,0,6,5,13,24,2,0,0,0,0,1,1,0,0
1982,"PhD","Single",38513,1,0,"28-01-2014",20,172,3,115,16,0,18,152,5,6,1,5,12,8,0,0,0,0,0,0,0,1
1979,"Master","Single",16653,1,0,"18-04-2014",10,5,7,31,15,4,7,64,3,2,1,3,6,6,0,0,0,0,0,0,0,1
1955,"Graduation","Together",42586,1,1,"29-10-2012",7,194,2,56,0,0,0,58,5,4,1,6,11,8,0,0,0,0,0,0,0,1
1965,"Basic","Single",23529,0,1,"07-01-2013",67,9,7,13,3,2,20,45,1,1,1,2,4,6,0,0,0,0,0,0,0,0
1961,"Master","Together",74881,1,1,"08-03-2013",48,505,72,270,36,27,54,459,4,9,2,12,23,5,0,0,0,0,0,0,0,0
1951,"Graduation","Married",71107,0,1,"17-02-2013",61,533,10,217,198,174,195,794,2,7,6,13,26,4,0,0,0,0,0,0,0,0
1964,"PhD","Together",46910,1,1,"23-03-2014",36,48,0,14,0,0,6,20,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1959,"Graduation","Married",18690,0,0,"28-12-2012",77,6,1,7,23,4,19,54,1,1,1,2,4,8,0,0,0,0,0,0,0,0
1955,"Graduation","Divorced",37244,1,1,"27-04-2013",90,18,2,10,0,0,25,37,1,1,1,2,4,7,0,0,1,0,0,1,0,0
1966,"Graduation","Together",82427,0,0,"12-03-2014",35,482,147,509,104,107,107,974,1,3,5,12,20,1,0,0,0,0,1,1,0,0
1958,"2n Cycle","Single",75342,0,1,"06-05-2013",38,204,97,97,21,118,26,359,1,5,2,10,17,4,0,0,0,0,0,0,0,0
1954,"Graduation","Divorced",70044,0,1,"18-02-2013",46,1073,0,250,153,14,14,431,4,7,10,5,22,5,0,0,0,0,0,0,0,0
1967,"Graduation","Single",79146,1,1,"24-04-2014",33,245,16,223,21,43,16,319,2,8,1,8,17,6,0,0,0,0,0,0,0,0
1963,"Graduation","Married",77437,0,0,"26-11-2013",70,560,21,442,29,44,29,565,1,4,5,13,22,1,0,0,0,0,1,1,0,0
1959,"Graduation","Married",54984,0,1,"24-05-2014",51,173,13,131,32,3,6,185,4,6,1,6,13,7,1,0,0,0,0,1,0,0
1971,"PhD","Married",42403,1,0,"11-12-2013",18,22,1,11,0,5,3,20,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1964,"Graduation","Together",55761,0,1,"24-04-2014",97,136,1,12,0,3,32,48,2,4,1,3,8,6,0,0,0,1,0,1,0,0
1983,"Graduation","Together",37292,1,0,"18-04-2013",32,275,0,86,10,23,66,185,5,6,3,5,14,8,0,0,0,0,0,0,0,0
1945,"PhD","Single",45576,0,0,"28-05-2014",9,56,19,29,2,14,25,89,1,3,1,3,7,8,0,0,0,0,0,0,0,1
1947,"Graduation","Together",70321,0,0,"16-01-2013",6,303,23,751,82,26,191,1073,1,6,5,13,24,4,0,0,0,0,0,0,0,1
1969,"PhD","Divorced",58086,0,1,"20-01-2013",80,708,7,62,0,0,15,84,2,11,3,7,21,8,0,0,0,0,0,0,0,0
1952,"Graduation","Married",81795,0,0,"26-10-2012",74,324,132,693,27,118,88,1058,1,4,4,7,15,2,0,0,0,0,0,0,0,0
1947,"Basic","Together",28389,0,0,"20-11-2012",49,1,5,3,7,4,8,27,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1946,"Master","Married",66835,0,0,"28-09-2013",21,620,26,195,34,17,141,413,1,6,4,13,23,2,0,0,0,0,0,0,0,0
1969,"Graduation","Divorced",69901,0,1,"29-05-2013",95,312,21,206,102,92,149,570,3,7,3,10,20,5,0,0,0,0,0,0,0,0
1949,"PhD","Married",80360,0,0,"03-03-2013",56,1493,86,454,112,43,43,738,2,4,4,5,13,2,1,0,0,1,1,3,0,0
1961,"PhD","Together",63342,0,1,"16-10-2012",48,918,21,118,13,10,21,183,3,8,3,5,16,6,0,0,0,1,0,1,0,1
1974,"Graduation","Married",44989,0,1,"12-09-2012",26,98,0,106,49,10,106,271,5,5,1,5,11,6,0,0,0,0,0,0,0,0
1980,"2n Cycle","Single",31859,1,0,"27-02-2014",3,3,4,7,15,8,11,45,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1949,"PhD","Widow",51569,0,1,"12-02-2013",39,380,0,47,6,0,34,87,4,7,1,7,15,8,0,0,0,1,0,1,0,1
1971,"Graduation","Widow",30372,1,1,"25-12-2012",33,15,0,12,7,3,7,29,3,2,0,3,5,7,0,0,0,0,0,0,0,0
1979,"Basic","Single",16014,1,1,"17-03-2013",42,3,9,4,7,8,7,35,4,1,1,4,6,3,0,0,0,0,0,0,0,0
1968,"Graduation","Married",41120,1,1,"06-11-2013",80,24,2,23,0,8,24,57,3,2,1,3,6,6,0,0,0,0,0,0,0,0
1971,"Master","Single",39763,1,0,"04-08-2013",9,80,1,60,4,6,16,87,2,5,1,2,8,9,0,0,0,0,0,0,0,1
1955,"PhD","Married",38725,1,1,"10-05-2014",52,31,0,6,2,1,5,14,2,1,0,4,5,4,0,0,0,0,0,0,0,0
1972,"Graduation","Married",77981,1,0,"26-05-2013",78,138,120,204,16,126,60,526,3,7,4,7,18,5,0,0,0,0,0,0,0,0
1964,"2n Cycle","Married",62905,0,1,"10-09-2013",68,166,75,96,119,107,59,456,3,7,2,8,17,4,0,0,0,0,0,0,0,0
1979,"2n Cycle","Divorced",13533,1,0,"10-03-2013",45,12,3,8,8,0,17,36,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1975,"Graduation","Together",59481,0,1,"23-10-2013",47,178,3,85,71,66,58,283,2,3,3,8,14,2,0,0,0,0,0,0,0,0
1977,"Graduation","Married",72117,0,1,"20-08-2013",34,707,20,171,65,60,50,366,1,9,7,9,25,5,0,0,0,0,0,0,0,0
1986,"2n Cycle","Married",21955,1,0,"07-09-2013",81,5,1,7,17,14,11,50,2,2,1,3,6,6,0,0,0,0,0,0,0,0
1956,"Graduation","Married",67131,0,1,"26-03-2013",72,465,71,250,93,35,62,511,3,9,2,12,23,6,0,0,0,0,0,0,0,0
1980,"PhD","Single",36802,1,0,"16-06-2014",23,16,1,2,0,0,1,4,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1982,"Graduation","Together",71853,0,0,"08-05-2013",29,358,108,413,141,97,32,791,1,2,8,6,16,1,0,0,0,0,0,0,0,0
1961,"Basic","Married",28249,0,0,"15-06-2014",80,1,9,7,2,14,10,42,1,2,0,3,5,6,0,0,0,0,0,0,0,0
1975,"Master","Married",47808,0,1,"20-10-2013",30,123,1,26,2,0,72,101,2,3,2,3,8,7,0,0,1,0,0,1,0,0
1974,"PhD","Divorced",25509,1,0,"18-09-2012",15,40,3,30,10,7,11,61,3,3,0,3,6,9,0,0,0,0,0,0,0,1
1946,"PhD","Married",51012,0,0,"18-04-2013",86,102,9,63,2,9,24,107,1,4,1,4,9,6,0,0,0,0,0,0,0,0
1985,"Graduation","Single",70596,0,0,"05-10-2012",68,347,44,534,17,0,26,621,1,3,5,12,20,2,0,0,0,0,0,0,0,0
1952,"PhD","Together",85431,0,0,"08-06-2013",54,376,53,462,168,53,53,789,1,2,7,7,16,0,0,0,0,0,0,0,0,0
1967,"Graduation","Married",42664,0,1,"18-03-2014",44,21,0,3,0,0,0,3,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1955,"Graduation","Together",42586,1,1,"29-10-2012",7,194,2,56,0,0,0,58,5,4,1,6,11,8,0,0,0,0,0,0,0,1
1985,"Graduation","Single",29760,1,0,"29-08-2012",87,64,4,68,7,5,17,101,4,3,1,4,8,8,0,0,0,0,0,0,0,0
1977,"PhD","Married",28973,0,0,"13-10-2012",59,206,0,46,3,2,12,63,2,5,1,5,11,8,0,0,0,0,0,0,0,0
1973,"PhD","Together",39435,1,0,"06-08-2013",16,71,0,18,0,0,13,31,1,3,1,2,6,7,0,0,0,0,0,0,0,0
1984,"2n Cycle","Married",65370,0,0,"01-08-2013",1,71,22,112,138,89,29,390,1,2,3,13,18,1,0,0,0,0,0,0,0,0
1979,"Basic","Single",20194,1,0,"17-12-2012",64,0,4,7,11,10,15,47,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1976,"PhD","Single",42473,1,1,"17-02-2014",72,93,1,21,0,4,25,51,3,2,1,4,7,5,0,0,0,0,0,0,0,0
1968,"Graduation","Married",64590,0,0,"14-10-2012",98,920,138,168,36,46,30,418,1,9,4,10,23,6,0,0,0,0,0,0,0,0
1959,"Graduation","Together",71232,0,1,"28-11-2013",91,653,17,170,34,26,17,264,2,11,2,10,23,7,0,0,0,0,0,0,0,0
1971,"Graduation","Together",34600,1,1,"01-01-2013",8,199,33,60,8,3,15,119,5,5,2,5,12,8,0,0,0,0,0,0,0,1
1967,"Graduation","Single",46904,1,1,"03-11-2012",20,153,4,56,0,9,31,100,4,5,1,4,10,8,0,0,0,0,0,0,0,0
1973,"Graduation","Married",49094,0,1,"21-09-2012",6,376,0,38,11,8,69,126,5,6,3,6,15,6,0,0,0,0,0,0,0,0
1983,"Graduation","Together",36075,1,0,"09-12-2013",54,46,0,30,12,1,30,73,1,2,0,4,6,6,0,0,0,0,0,0,0,0
1979,"2n Cycle","Together",60839,1,1,"28-08-2012",72,600,21,128,223,150,128,650,3,2,2,12,16,8,0,0,0,0,0,0,0,0
1979,"Graduation","Together",77298,0,1,"02-11-2013",46,425,115,292,23,35,79,544,1,6,6,11,23,3,0,0,0,0,0,0,0,0
1950,"Graduation","Together",34026,1,1,"05-08-2013",11,18,6,15,12,8,17,58,3,2,1,3,6,5,0,0,0,0,0,0,0,0
1963,"PhD","Single",48918,1,1,"12-04-2014",21,52,0,9,0,0,1,10,2,1,0,4,5,4,0,0,0,0,0,0,0,0
1962,"2n Cycle","Together",82122,0,0,"15-08-2013",89,734,22,350,151,25,100,648,1,3,9,13,25,1,0,0,0,0,1,1,0,0
1976,"Graduation","Single",37697,1,0,"07-02-2014",82,34,6,21,11,4,8,50,1,2,1,3,6,6,0,0,0,0,0,0,0,0
1952,"Graduation","Together",34074,1,1,"13-07-2013",69,135,1,41,10,1,67,120,5,3,3,3,9,6,0,0,1,0,0,1,0,0
1960,"Master","Married",28520,1,1,"14-06-2013",55,11,0,10,0,2,20,32,1,1,1,2,4,6,0,0,0,0,0,0,0,0
1955,"Graduation","Single",62535,0,1,"03-10-2013",13,163,48,90,0,45,52,235,1,3,2,8,13,3,0,0,0,0,0,0,0,0
1977,"Master","Single",36273,1,0,"16-04-2014",80,29,3,30,3,2,9,47,2,3,0,3,6,6,0,0,0,0,0,0,0,0
1964,"Graduation","Together",63404,0,2,"06-06-2014",97,734,26,70,11,44,17,168,2,6,3,4,13,4,1,0,0,0,0,1,0,0
1981,"2n Cycle","Together",75774,1,0,"02-05-2014",27,340,21,134,258,14,56,483,1,7,5,8,20,4,0,0,0,0,0,0,0,0
1976,"Graduation","Together",78416,0,1,"27-06-2014",99,453,38,279,188,38,183,726,2,7,7,10,24,3,0,0,0,0,0,0,0,0
1974,"Graduation","Together",75702,0,1,"14-10-2012",87,1073,0,629,145,37,37,848,1,10,5,13,28,6,0,0,0,0,1,1,0,0
1951,"Master","Together",59385,1,1,"28-04-2013",85,135,0,10,0,4,36,50,2,3,1,4,8,5,0,0,0,0,0,0,0,0
1966,"Graduation","Single",37070,1,1,"20-03-2013",30,231,7,137,4,15,39,202,9,5,1,8,14,7,0,0,0,0,0,0,0,1
1951,"Graduation","Married",44689,1,1,"10-01-2014",82,18,0,5,0,0,11,16,2,1,1,2,4,7,0,0,1,0,0,1,0,0
1958,"Graduation","Together",53977,0,1,"08-06-2013",21,620,16,165,0,24,82,287,5,5,5,12,22,5,0,0,0,0,0,0,0,0
1966,"PhD","Single",7144,0,2,"07-12-2013",92,81,4,33,5,2,6,50,0,2,1,1,4,0,0,0,0,0,0,0,0,0
1964,"Graduation","Single",18701,1,1,"04-06-2013",95,12,4,2,10,6,10,32,4,2,0,4,6,5,0,0,0,0,0,0,0,0
1956,"Graduation","Married",90369,0,0,"28-04-2014",2,292,51,981,224,23,17,1296,1,4,6,6,16,1,0,0,0,0,0,0,0,1
1974,"PhD","Single",63159,0,0,"05-11-2012",74,965,34,586,89,86,37,832,1,3,5,8,16,3,0,0,1,0,0,1,0,0
1966,"Graduation","Together",37758,1,1,"04-10-2012",49,27,2,10,0,0,1,13,2,1,0,3,4,8,0,0,0,0,0,0,0,0
1963,"PhD","Single",46757,0,1,"16-11-2012",71,777,30,163,0,51,122,366,6,4,4,7,15,9,0,0,0,0,0,0,0,0
1969,"Master","Married",79734,0,0,"28-06-2014",72,572,8,232,23,62,17,342,1,4,3,6,13,1,1,0,0,0,0,1,0,0
1992,"Graduation","Together",63207,0,0,"20-01-2013",68,438,169,565,91,169,70,1064,1,2,3,6,11,7,1,0,0,0,0,1,0,0
1954,"Graduation","Divorced",72071,0,1,"14-02-2013",4,531,69,300,150,138,150,807,3,5,4,8,17,2,0,0,0,0,0,0,0,0
1983,"PhD","Together",21840,1,0,"21-07-2013",80,17,0,9,0,0,1,10,1,1,0,3,4,9,0,0,0,0,0,0,0,0
1982,"2n Cycle","Together",58582,0,1,"28-09-2013",15,402,35,106,101,77,42,361,2,9,2,9,20,5,0,0,0,1,0,1,0,0
1951,"Graduation","Single",72282,0,0,"19-07-2013",70,503,27,419,90,139,153,828,1,5,7,9,21,7,0,0,0,0,0,0,0,1
1956,"Graduation","Married",50387,0,2,"31-08-2013",91,369,9,87,12,14,34,156,3,6,2,8,16,5,0,0,0,0,0,0,0,0
1961,"PhD","Together",32583,1,1,"15-06-2014",10,5,0,3,0,0,1,4,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1962,"Graduation","Together",62568,0,1,"07-04-2014",99,362,17,398,80,35,61,591,3,5,3,5,13,4,1,0,0,0,0,1,0,0
1971,"Master","Divorced",44635,1,1,"11-10-2013",25,56,0,9,0,0,3,12,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1971,"Master","Single",33316,1,1,"04-10-2013",34,79,1,31,4,4,12,52,3,2,1,4,7,6,0,0,0,0,0,0,0,0
1968,"Graduation","Married",63967,0,1,"09-08-2013",57,387,84,141,73,35,162,495,3,4,4,12,20,2,0,0,0,0,0,0,0,0
1978,"2n Cycle","Together",52513,0,0,"04-09-2012",84,367,17,241,104,72,232,666,2,9,5,9,23,7,0,0,0,0,0,0,0,0
1969,"Graduation","Married",25293,1,0,"15-09-2013",51,15,0,11,0,2,9,22,1,1,1,2,4,8,0,0,0,0,0,0,0,0
1965,"PhD","Widow",54111,0,1,"25-08-2013",97,267,6,54,8,3,50,121,2,5,2,6,13,5,0,0,0,0,0,0,0,0
1986,"Graduation","Together",78394,0,0,"15-02-2013",13,298,27,697,216,24,166,1130,1,4,6,5,15,2,0,0,0,0,0,0,0,1
1958,"Master","Married",80739,0,0,"23-05-2013",92,674,92,736,39,0,92,959,1,3,7,9,19,1,0,0,0,0,0,0,0,0
1975,"Master","Together",22669,1,0,"22-05-2013",30,16,14,36,37,22,48,157,3,4,1,2,7,9,0,0,0,0,0,0,0,1
1987,"Graduation","Single",29236,1,0,"08-10-2013",30,37,4,24,16,9,9,62,2,4,0,3,7,9,0,0,0,0,0,0,0,0
1959,"Graduation","Together",44911,0,1,"15-03-2013",11,159,0,22,2,1,31,56,3,4,1,4,9,7,0,0,0,0,0,0,0,0
1962,"PhD","Married",54693,0,1,"17-02-2013",72,686,17,142,23,26,35,243,8,6,4,13,23,6,0,0,0,0,0,0,0,0
1974,"Graduation","Together",48186,1,0,"20-03-2014",39,97,3,66,12,7,34,122,3,4,1,4,9,7,0,0,0,0,0,0,0,0
1977,"Graduation","Married",54809,1,1,"11-09-2013",0,63,6,57,13,13,22,111,4,2,1,5,8,4,0,0,0,0,0,0,0,1
1978,"Graduation","Together",41580,1,1,"10-12-2012",15,56,5,24,4,0,3,36,3,2,1,3,6,5,0,0,0,0,0,0,0,0
1970,"PhD","Married",80336,0,0,"09-09-2013",12,209,19,456,160,142,66,843,1,2,9,13,24,1,0,0,0,0,0,0,0,0
1957,"Graduation","Married",47743,0,1,"22-03-2013",56,198,2,43,0,12,20,77,3,4,1,6,11,6,0,0,0,1,0,1,0,0
1955,"2n Cycle","Married",62972,0,1,"03-08-2012",39,313,15,47,20,0,192,274,2,7,4,3,14,6,0,0,0,0,0,0,0,0
1954,"PhD","Divorced",57333,0,1,"22-09-2012",55,941,14,397,76,58,176,721,1,8,5,9,22,6,0,0,0,0,0,0,0,1
1982,"PhD","Together",32313,1,0,"11-02-2013",60,86,4,56,2,4,7,73,3,4,0,4,8,9,0,0,0,0,0,0,0,0
1953,"Master","Widow",84953,0,0,"03-06-2013",73,167,48,602,63,72,72,857,1,3,10,4,17,2,1,0,0,1,1,3,0,1
1968,"Master","Divorced",27071,1,0,"23-04-2014",90,8,3,19,0,2,3,27,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1957,"Master","Together",68148,0,0,"31-08-2013",86,389,66,408,37,57,85,653,1,4,4,6,14,2,0,0,0,0,0,0,0,0
1965,"Master","Together",65735,1,1,"07-12-2013",37,239,7,119,4,15,11,156,5,6,2,6,14,7,0,0,0,0,0,0,0,0
1975,"PhD","Married",86836,0,0,"12-09-2012",7,179,21,273,0,21,63,378,1,6,10,6,22,5,1,0,1,0,1,3,0,1
1963,"PhD","Married",4023,1,1,"23-06-2014",29,5,0,1,1,1,1,4,1,0,0,0,0,6,0,0,0,0,0,0,0,0
1990,"Graduation","Married",30093,0,0,"08-07-2013",19,2,6,28,13,4,16,67,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1966,"PhD","Married",57705,0,1,"11-01-2014",14,383,0,53,6,4,40,103,3,8,1,6,15,6,0,0,0,0,0,0,0,0
1988,"Graduation","Single",25008,1,0,"02-02-2014",72,2,8,8,6,1,9,32,2,1,0,3,4,8,0,0,0,0,0,0,0,0
1995,"2n Cycle","Single",83257,0,0,"18-09-2012",56,536,27,590,38,107,67,829,1,5,10,12,27,6,0,0,1,0,1,2,1,1
1975,"Graduation","Together",22280,1,0,"19-05-2013",85,2,1,4,3,1,2,11,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1978,"PhD","Married",72159,0,0,"29-10-2012",62,322,53,899,34,40,53,1079,1,4,6,10,20,2,0,0,0,0,0,0,0,0
1961,"Graduation","Together",64260,0,0,"11-01-2013",1,539,169,816,20,0,30,1035,1,4,5,4,13,3,0,0,0,0,0,0,0,1
1984,"PhD","Single",82733,0,0,"10-09-2013",28,712,50,420,65,38,38,611,1,8,4,7,19,4,0,0,0,0,0,0,0,1
1971,"Master","Divorced",74290,0,1,"12-08-2013",70,1121,0,72,0,12,12,96,4,10,8,10,28,6,1,0,0,1,0,2,0,0
1951,"Master","Single",58217,2,1,"17-11-2012",84,68,1,13,3,5,13,35,1,2,0,4,6,6,0,0,0,0,0,0,0,0
1976,"Master","Together",21024,0,0,"04-07-2013",89,36,4,18,6,2,18,48,1,2,0,4,6,7,0,0,0,0,0,0,0,0
1972,"PhD","Married",70116,0,0,"26-01-2013",73,707,44,603,95,58,29,829,1,2,8,12,22,1,0,0,0,0,0,0,0,0
1985,"Graduation","Together",54006,1,0,"18-09-2012",42,174,77,203,6,24,97,407,2,8,1,7,16,7,0,0,0,0,0,0,0,0
1966,"PhD","Married",69063,0,1,"07-11-2012",16,666,35,124,69,8,26,262,1,5,3,5,13,3,0,0,0,0,0,0,0,0
1975,"2n Cycle","Divorced",11448,0,0,"15-12-2013",16,0,0,0,6,2,6,14,1,1,0,2,3,6,0,0,0,0,0,0,0,0
1979,"Graduation","Single",61825,0,1,"07-08-2013",56,162,50,100,55,30,27,262,1,4,2,8,14,4,0,0,0,0,0,0,0,0
1971,"Graduation","Married",70886,1,0,"14-10-2013",65,407,70,239,103,88,53,553,1,5,4,4,13,2,0,0,0,0,0,0,0,0
1982,"Graduation","Married",69109,0,0,"09-11-2012",10,823,25,459,124,29,95,732,1,6,6,7,19,4,0,0,0,0,1,1,0,1
1973,"Graduation","Widow",60208,1,1,"07-10-2012",13,488,23,71,15,0,59,168,8,8,3,7,18,7,0,0,0,1,0,1,0,1
1968,"Master","Together",32889,1,1,"06-09-2013",78,28,0,13,4,2,8,27,3,2,1,3,6,5,0,0,0,0,0,0,0,0
1984,"Graduation","Single",34738,1,0,"11-05-2014",51,3,2,10,3,0,2,17,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1971,"Master","Together",30538,1,0,"01-10-2012",27,284,0,52,8,3,20,83,4,9,0,4,13,10,0,0,0,0,0,0,0,0
1977,"2n Cycle","Together",82326,0,0,"10-03-2014",30,938,142,754,159,81,183,1319,1,5,10,6,21,2,1,0,0,1,1,3,0,1
1967,"PhD","Divorced",26642,1,0,"01-03-2014",71,13,2,15,2,2,8,29,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1964,"Graduation","Divorced",69932,0,1,"12-06-2013",97,412,172,153,150,105,57,637,2,7,6,11,24,4,0,0,0,0,0,0,0,0
1972,"Graduation","Single",44503,1,1,"16-04-2014",83,31,1,8,0,0,8,17,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1948,"PhD","Single",60200,0,1,"02-01-2013",3,502,19,132,0,6,26,183,6,6,2,11,19,6,0,0,0,0,0,0,0,0
1952,"Graduation","Divorced",49638,0,1,"19-04-2014",71,18,10,3,3,5,0,21,1,1,0,3,4,2,0,0,0,0,0,0,0,0
1987,"2n Cycle","Single",23830,0,0,"07-02-2014",3,1,8,6,4,8,16,42,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1959,"Master","Widow",33051,0,0,"16-08-2012",15,100,71,243,108,94,219,735,3,9,1,8,18,9,0,0,0,0,0,0,0,1
1958,"Graduation","Married",72905,0,0,"21-01-2014",52,407,114,445,181,165,203,1108,1,3,7,9,19,1,1,0,0,0,0,1,0,0
1951,"PhD","Together",69702,0,1,"19-02-2013",8,664,9,240,50,19,57,375,2,7,7,10,24,4,0,0,0,0,0,0,0,0
1975,"Graduation","Divorced",70300,1,0,"15-07-2013",89,1045,61,338,60,46,46,551,3,5,5,13,23,8,0,0,0,0,0,0,0,0
1984,"PhD","Married",70643,0,0,"15-10-2012",66,1218,107,304,23,143,33,610,1,5,8,4,17,6,0,0,0,0,0,0,0,1
1969,"PhD","Married",30396,1,0,"30-04-2014",22,15,0,6,0,1,12,19,2,1,1,2,4,7,0,0,1,0,0,1,0,1
1968,"PhD","Divorced",50616,0,1,"18-04-2014",56,128,0,16,0,1,4,21,2,4,0,4,8,7,0,0,0,0,0,0,0,0
1969,"Master","Single",62772,0,1,"19-05-2013",74,581,49,157,43,8,108,365,1,5,6,11,22,2,0,0,0,1,0,1,0,0
1985,"PhD","Single",30298,0,0,"19-05-2014",48,6,3,12,6,1,0,22,1,1,1,3,5,3,0,0,0,0,0,0,0,0
1984,"Graduation","Single",52413,1,0,"03-11-2012",67,185,8,133,56,56,12,265,2,7,1,7,15,7,0,0,0,0,0,0,0,0
1957,"PhD","Married",44155,1,1,"19-01-2014",24,22,1,9,0,0,14,24,1,1,1,2,4,4,0,0,0,0,0,0,0,0
1971,"PhD","Divorced",86979,0,0,"07-11-2013",67,584,100,835,65,83,35,1118,1,5,5,5,15,2,0,0,1,0,0,1,0,1
1975,"Graduation","Together",76532,1,1,"09-09-2013",38,355,30,177,90,138,30,465,4,9,5,7,21,5,0,0,0,0,0,0,0,0
1982,"Graduation","Married",42081,1,0,"26-02-2013",86,175,10,110,54,6,27,207,2,6,3,4,13,6,0,0,1,0,0,1,0,0
1988,"PhD","Married",67546,0,0,"31-08-2012",90,864,134,768,150,38,172,1262,1,4,10,5,19,3,0,0,0,0,0,0,0,0
1989,"Master","Together",88420,0,0,"02-05-2014",87,957,153,612,99,95,153,1112,1,4,7,8,19,1,1,0,1,0,1,3,0,0
1985,"Graduation","Married",31158,1,0,"27-01-2013",62,25,6,16,20,0,5,47,2,2,0,3,5,8,0,0,0,0,0,0,0,0
1968,"Graduation","Divorced",61671,0,1,"03-06-2014",23,641,7,56,0,0,28,91,8,10,4,6,20,8,1,0,0,1,0,2,0,0
1974,"Graduation","Single",69719,0,0,"26-05-2014",99,273,86,208,177,14,43,528,1,2,3,5,10,1,0,0,0,0,0,0,0,0
1949,"Graduation","Divorced",49160,0,1,"20-10-2013",29,122,21,43,25,10,15,114,2,3,1,6,10,6,0,0,0,0,0,0,0,0
1978,"Basic","Together",24882,1,0,"09-09-2012",52,1,4,10,29,0,36,79,1,1,1,2,4,6,0,0,1,0,0,1,0,0
1954,"PhD","Single",90933,0,0,"31-03-2014",90,1020,31,430,62,63,79,665,1,4,6,4,14,1,0,0,0,0,1,1,0,0
1945,"PhD","Single",113734,0,0,"28-05-2014",9,6,2,3,1,4,3,13,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1950,"PhD","Together",59292,0,1,"13-06-2013",71,378,14,68,19,14,14,129,2,3,5,8,16,3,0,0,0,0,0,0,0,0
1964,"PhD","Married",45759,1,1,"23-02-2013",13,42,1,18,3,0,4,26,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1983,"Graduation","Single",22148,0,0,"13-04-2014",16,15,5,14,0,4,11,34,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1987,"Master","Married",73395,0,0,"18-03-2014",94,272,7,80,20,7,11,125,1,4,4,6,14,2,0,0,0,0,0,0,0,0
1971,"Graduation","Divorced",29819,1,0,"24-10-2013",77,9,1,24,2,1,2,30,3,3,0,3,6,6,0,0,0,0,0,0,0,0
1968,"Graduation","Married",45688,0,1,"25-01-2014",20,279,0,18,0,0,9,27,2,3,1,8,12,4,0,0,0,1,0,1,0,0
1954,"Graduation","Married",62820,0,0,"11-05-2013",51,398,61,265,138,61,53,578,1,3,4,6,13,1,0,0,0,0,0,0,0,0
1971,"PhD","Married",60491,0,1,"06-09-2013",81,637,47,237,12,19,76,391,4,6,3,7,16,5,0,0,0,0,0,0,0,0
1986,"Graduation","Together",33235,1,0,"05-02-2014",71,45,0,16,2,1,6,25,1,3,0,3,6,7,0,0,0,0,0,0,0,0
1959,"Graduation","Married",35701,0,0,"19-03-2013",36,21,1,9,7,3,5,25,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1980,"Master","Married",31535,1,0,"26-09-2013",95,15,4,13,0,0,19,36,1,1,1,2,4,7,0,0,1,0,0,1,0,0
